Time	pre_cru	tem_cru	pre_cn05	tem_cn05	runoff
2015-12-01	2.57	-9.19	2.77	-6.29	594.00
2016-01-01	1.90	-11.19	5.44	-9.35	498.00
2016-02-01	5.62	-7.45	4.17	-3.80	456.00
2016-03-01	7.84	-4.23	13.26	-2.69	456.00
2016-04-01	10.60	-0.47	19.33	1.13	570.00
2016-05-01	39.25	2.97	49.67	3.39	956.00
2016-06-01	60.91	7.40	125.48	6.96	2923.00
2016-07-01	74.42	8.46	164.87	7.98	6242.00
2016-08-01	42.20	8.48	93.90	7.73	4947.00
2016-09-01	44.41	5.61	102.14	5.73	4139.00
2016-10-01	12.16	1.12	14.47	2.18	2513.00
2016-11-01	2.25	-4.58	1.37	-3.25	1132.00
2016-12-01	2.33	-6.99	1.65	-4.72	789.00
2017-01-01	3.20	-10.36	5.80	-8.26	697.00
2017-02-01	3.32	-7.27	3.74	-4.53	642.00
2017-03-01	23.31	-5.60	17.54	-3.99	656.00
2017-04-01	16.81	-0.81	16.33	0.37	768.00
2017-05-01	26.93	2.83	40.16	3.17	1142.00
2017-06-01	63.36	7.07	87.87	6.89	2592.00
2017-07-01	60.63	8.68	118.58	7.79	4991.00
2017-08-01	80.19	8.40	115.27	7.81	5948.00
2017-09-01	26.33	6.59	43.70	6.93	3528.00
2017-10-01	12.73	1.22	9.54	2.43	1948.00
2017-11-01	2.67	-5.14	0.92	-3.96	1082.00
2017-12-01	2.33	-7.37	2.05	-4.98	784.00
2018-01-01	1.49	-9.70	4.44	-6.18	674.00
2018-02-01	6.61	-7.25	6.81	-4.78	623.00
2018-03-01	18.79	-5.02	11.28	-3.90	631.00
2018-04-01	17.55	-1.29	18.15	-0.36	680.00
2018-05-01	21.18	2.96	37.40	3.35	1174.00
2018-06-01	37.57	7.74	83.48	7.85	2194.00
2018-07-01	76.13	8.87	128.63	8.08	5278.00
2018-08-01	83.72	8.21	131.71	7.46	7751.00
2018-09-01	24.37	6.18	78.93	6.41	5753.00
2018-10-01	9.09	-0.86	18.93	-0.62	2229.00
2018-11-01	4.98	-5.43	3.99	-3.75	1225.00
2018-12-01	4.69	-9.66	4.03	-9.28	895.00
2019-01-01	4.50	-10.84			754.00
2019-02-01	9.44	-8.13			692.00
2019-03-01	16.15	-6.19			673.00
2019-04-01	18.12	-0.65			763.00
2019-05-01	22.35	3.45			1380.00
2019-06-01	23.99	8.23			2112.00
2019-07-01	82.34	8.28			4220.00
2019-08-01	55.01	8.36			5472.00
2019-09-01	44.66	5.89			3850.00
2019-10-01	14.18	0.31			2203.00
2019-11-01	7.85	-3.70			1147.00
2019-12-01	6.93	-10.43			780.00
2020-01-01	5.66	-11.49			654.00
2020-02-01	5.84	-8.97			617.00
2020-03-01	19.28	-5.34			630.00
2020-04-01	21.85	-2.21			689.00
2020-05-01	28.85	2.12			1287.00
2020-06-01	52.72	7.41			4026.00
2020-07-01	68.38	8.79			5756.00
2020-08-01	53.78	8.39			5527.00
2020-09-01	26.43	6.43			3161.00
2020-10-01	11.15	1.74			1750.00
2020-11-01	3.15	-5.03			936.00
2020-12-01	2.70	-8.57			712.00
2021-01-01	3.45	-9.90			632.00
2021-02-01	7.53	-7.95			499.00
2021-03-01	18.90	-3.76			557.00
2021-04-01	12.04	-1.25			577.00
2021-05-01	40.53	2.88			1246.00
2021-06-01	31.98	7.67			2255.00
2021-07-01	50.48	8.96			3395.00
2021-08-01	69.47	8.26			4836.00
2021-09-01	38.75	5.66			5091.00
2021-10-01	7.99	1.71			2195.00
2021-11-01	2.46	-5.41			1028.00
2021-12-01	4.94	-9.64			739.00
2022-01-01	3.94	-11.94			599.00
2022-02-01	17.67	-10.57			539.00
2022-03-01	6.74	-3.48			573.00
2022-04-01	17.09	-0.43			701.00
2022-05-01	35.08	3.31			1383.00
2022-06-01	39.17	7.79			2545.00
2022-07-01	25.51	9.31			1909.00
2022-08-01	46.44	8.38			2081.00
2022-09-01	39.82	5.76			3069.00
2022-10-01	14.09	0.46			2066.00
2022-11-01	2.48	-4.84			863.00
2022-12-01	2.99	-8.52			637.00
2023-01-01	3.67	-9.93			622.00
2023-02-01	5.64	-7.04			512.00
2023-03-01	22.30	-5.11			711.00
2023-04-01	27.41	-1.15			819.00
2023-05-01	20.78	2.38			1145.00
2023-06-01	55.07	7.34			2698.00
2023-07-01	57.60	8.81			4054.00
2023-08-01	67.15	8.41			5980.00
2023-09-01	32.26	6.54			3467.00
2023-10-01	13.88	0.34			1938.00
2023-11-01	5.39	-5.15			1102.00
2023-12-01	4.07	-8.70			903.00
2024-01-01	3.38	-11.46			736.00
2024-02-01	9.33	-8.71			665.00
2024-03-01	9.61	-4.97			659.00
2024-04-01	15.72	-0.67			748.00
2024-05-01	14.57	3.37			1410.00
2024-06-01	41.20	7.99			2499.00
2024-07-01	56.45	9.18			4711.00
2024-08-01	42.27	8.64			4067.00
2024-09-01	23.49	6.32			2451.00
2024-10-01	9.28	1.22			1946.00
2024-11-01	10.38	-4.39			1292.00
2024-12-01	4.05	-8.50			759.67
